design_id,ATP_production,ROS_accumulation,OCR_efficiency
Design_00098,88.5662504796995,14.297495337993862,209.28861144921834
Design_00099,78.38711472721377,17.389994170368535,246.69631273331038
Design_00100,75.95180559331043,10.824268785428295,245.57975448664632
Design_00101,71.01796184733462,12.940756708603281,233.79190041499118
Design_00102,83.02383348515968,14.899383485601124,233.50710132058586
Design_00103,93.13067334105335,12.2581411459995,246.61864645259635
Design_00104,76.73745312997784,14.221549307237744,235.10252672626876
Design_00105,73.78950033376569,14.296179380105682,241.59993944355938
Design_00106,75.9277831395812,13.438045535132304,236.65059602065963
Design_00107,76.97759131795887,14.913668916361717,234.38269256832635
Design_00108,91.21926476313779,14.719663458282541,232.37704946758873
Design_00109,101.97078451824665,14.00260206724819,243.25977495631236
Design_00110,78.20767212855075,14.606517437426813,238.3310865765288
Design_00111,59.932317124052375,13.101824458408183,232.3963393983405
Design_00112,96.62638925490755,13.549341078499292,225.75678524800935
Design_00113,81.20682599713523,13.312556604845623,225.16481046773504
Design_00114,65.62222059946161,13.30056394775613,217.75419684014253
Design_00115,91.3294555446589,13.591405997755771,233.73083503295797
Design_00116,98.90789367978111,12.563974577661405,227.158930339872
Design_00117,77.0762457940042,12.720749312165564,241.0189321278323
Design_00118,100.08425450337197,13.119930050827945,226.0872152628072
Design_00119,88.45392839866857,13.77832675437992,228.7833240915127
Design_00120,106.261573066066,12.982903107098139,232.50208947315573
Design_00121,72.16184157489525,15.015686916773367,237.8491945153805
Design_00122,64.06568242656704,14.047543102712378,231.20503565444992
Design_00123,74.93760790781145,15.011960169646574,253.65443612713165
Design_00124,66.42542706860738,14.911777303639088,232.44368975145161
Design_00125,85.12883826872435,12.225186247109633,232.24599573056022
Design_00126,80.36243167675967,15.221331848865232,228.6306470211797
Design_00127,80.2016967027405,13.315858901011966,229.87295458859438
Design_00128,100.56633797137583,12.360807766423076,238.44861078490518
Design_00129,80.8157706388399,13.712327192283084,237.42049453766327
Design_00130,68.65578164313571,12.317797857592433,224.99730824189086
Design_00131,85.46618223570387,11.915963298690336,215.7177834452552
Design_00132,79.53640362713823,13.831944274117985,237.40821651056316
Design_00133,80.7059266606047,13.70905340109452,224.49267353756647
Design_00134,106.03716686974442,14.048402296557068,238.9983995979878
Design_00135,73.08911928846675,14.621412500663194,236.704190940125
Design_00136,75.73930799091521,13.973404968955538,229.3441178338393
Design_00137,75.75815750295462,14.379413646452358,232.7556556034295
Design_00138,88.22622762501784,15.174392095906306,243.80707925762107
Design_00139,74.57464646360154,14.297939338158407,229.85759037664735
Design_00140,95.92281729383751,10.613715163565269,232.65563243767687
Design_00141,75.88160125077219,13.964076382067999,232.07837108600435
Design_00142,80.5512067541865,15.447100019963738,220.18992680203323
Design_00143,62.637737925268254,13.75351759637039,226.99580473303132
Design_00144,69.26695656257519,14.175165347112733,223.6149147946594
Design_00145,79.48233793347251,11.427820432200335,223.30655853318785
Design_00146,74.79086692123514,15.153677958785654,222.47741974151361
Design_00147,80.76575489228894,12.601375635950056,222.04346485344533
Design_00148,73.59011379396784,14.875313236547498,221.04329129420745
Design_00149,88.48435341700286,12.166729387516463,205.2812243288674
Design_00150,99.25402360566605,11.280620040579894,231.45345768163463
Design_00151,84.82271813478327,12.091867690528575,236.39203893955974
Design_00152,104.9237238529163,11.620264162356838,246.37867443167613
Design_00153,84.19709644880481,15.003765107879577,233.81427550790943
Design_00154,96.8853823516417,13.81263633260557,245.94880163606862
Design_00155,73.81635738183128,13.77730010592971,229.64838890431054
Design_00156,99.89602955264138,16.208592039353455,229.41970716521817
Design_00157,110.48754704954676,12.71073934651901,242.89046985207847
Design_00158,91.32945851427517,13.525300360495592,223.94121899286844
Design_00159,95.76190290769293,14.098783936538386,245.96619993560222
Design_00160,81.37422169481354,12.90269958675714,238.8762415823428
Design_00161,92.37804875190513,14.206553689719966,246.9721084530463
Design_00162,99.71200746316981,14.629163690818732,230.59940775668494
Design_00163,81.62636103059627,14.142871520975339,238.0148973523737
Design_00164,78.27722456733443,13.78235984647311,236.18984099796035
Design_00165,71.0063341360458,15.164737666801647,223.65912654726662
Design_00166,76.74138139690604,14.310066923131338,218.70758221642026
Design_00167,110.52942836924953,11.86465311086878,251.35944736999542
Design_00168,106.94860318421895,12.535662506235541,227.67493779536744
Design_00169,71.26103807219995,13.619006586858646,230.51604638287375
Design_00170,98.98623378921953,12.178246945393068,230.38677863973487
Design_00171,56.40772235696413,15.493034885501041,221.54713905456543
Design_00172,72.17157320944607,12.880836048100292,224.72788194305792
Design_00173,82.18014360805583,13.116594787502114,244.02488797017537
Design_00174,57.54885154156615,13.86279490802266,209.74907524802128
Design_00175,76.67300630135418,14.32344509472096,245.6148733435596
Design_00176,89.23785814561644,13.654063567812127,230.8940988290563
Design_00177,85.17273457724794,12.401629199629651,240.78866724074808
Design_00178,72.42752511787033,15.355906443959041,221.60481642172252
Design_00179,82.59335540130806,13.146471802876555,233.4699106957855
Design_00180,131.90776165802606,11.128828384250783,262.4633452240696
Design_00181,141.2235353067343,10.674603332500151,231.67688932386895
Design_00182,91.80041311946458,12.344311504157044,235.3088202927443
Design_00183,78.44076865960336,12.451924968855653,230.12236024115555
Design_00184,75.53926642070604,13.90468199983361,227.68040966209693
Design_00185,135.9121311156042,10.824824935186156,237.63128349668082
Design_00186,85.91040524423545,13.86637691745042,227.680311493034
Design_00187,74.54802642893841,15.307657722666224,205.96750938735175
Design_00188,126.02541260382803,10.019248163781308,236.63421786611107
Design_00189,69.1612418666755,13.824457843674221,234.6870183170104
Design_00190,90.6038703865842,14.490626008214175,246.4558440886338
Design_00191,82.43681100642591,11.74967321676239,233.55516508226623
Design_00192,79.27662055408345,11.227849091955703,231.62735023518894
Design_00193,80.93617129307427,14.378523513921731,217.14385860645166
Design_00194,98.74856875851717,15.524543055448552,238.2903310535096
Design_00195,88.06828761750621,12.762831137626574,228.1140953855582
Design_00196,83.86575059085135,13.82016020766989,239.27316564200257
Design_00197,88.17091722692994,13.637122893407417,238.28271343152758
Design_00198,148.0094337690745,10.944206274005579,253.3578717589803
Design_00199,66.38201000057236,13.806643625304948,231.81913023322605
Design_00200,68.95393988913035,15.244236965891552,232.00589511995648
Design_00201,70.12662941321292,14.65164324161607,227.20933653671383
Design_00202,74.43853673291166,12.169086017653688,229.82156283358339
Design_00203,99.03586143863568,14.081144867384454,238.38550848981123
Design_00204,69.43168222849211,13.331944283385942,230.77661704555916
Design_00205,136.18870267252353,9.55048431298699,234.82942204944237
Design_00206,73.67858135368903,13.760690364296597,228.5654464553795
Design_00207,83.06881353431544,13.460892086158472,230.24635762728397
Design_00208,97.49701375695733,12.222237324282972,241.54844008980012
Design_00209,157.30892928411367,10.09820438237692,238.5370322566846
Design_00210,88.85400910427326,14.098548711134901,234.53150949014548
Design_00211,89.17194897660134,14.025508220466012,240.7823562421999
Design_00212,76.22227661409595,13.351609113558744,232.96523605917434
Design_00213,79.91680610722644,13.68537228695703,247.67685259259417
Design_00214,86.95802307996999,13.752869928368883,232.38092465945485
Design_00215,72.35108975795198,13.14124943193875,226.2111855167595
Design_00216,75.16940288835866,13.880780887404944,232.4372381726788
Design_00217,131.17479187716006,14.309844965419222,228.2230652833991
Design_00218,79.39806171399677,13.586195397449513,221.2023448273719
Design_00219,80.96924783369565,12.67005610522801,238.21001591160405
Design_00220,79.05957081225675,15.6018130725624,230.73097730368977
Design_00221,103.39589863250222,14.014055566693827,237.12217385816024
Design_00222,109.36196498272376,16.59727213637199,267.176401390478
Design_00223,70.68273873711037,13.001340486961846,233.9856509170975
Design_00224,83.95057028885263,15.195528808130673,224.5371450210539
Design_00225,79.62066297373832,14.066891734752264,234.6669649187493
Design_00226,81.2778518310911,13.114397789090178,235.56029712677204
Design_00227,68.70273865628053,14.42940791542127,222.61494371192032
Design_00228,80.72207695294796,12.965267777597205,237.61390243470186
Design_00229,76.77497583636605,13.762606201390124,236.5298230974281
Design_00230,94.24743053221655,11.854291026347692,231.19880360658706
Design_00231,93.32309113056192,12.86475673386127,230.7775753249243
Design_00232,79.42876827427769,13.553164459546673,248.16005684230862
Design_00233,70.3644609577614,13.434314725415861,239.18137909000288
Design_00234,98.57821120883443,13.31571932605667,234.59949085723665
Design_00235,74.95070617133301,14.262344831168901,248.16922373681007
Design_00236,126.10613899685154,11.47147447289159,254.85307573473972
Design_00237,79.5555939197754,12.423805457041446,228.26922169829655
Design_00238,71.93270766403043,12.325742491772361,222.15234341686514
Design_00239,86.53524023602506,14.514002817788226,232.23196421681342
Design_00240,81.91468148011162,14.49971773089006,238.3138902967783
Design_00241,90.27929606460302,13.136062600051883,252.64868569554451
Design_00242,83.26018198655453,13.07054205877481,230.10980071446792
Design_00243,72.5268268093943,12.624861038741605,235.0576427431475
Design_00244,107.95402367505038,10.469468882229819,230.7522656821189
Design_00245,73.79421440128698,14.606394747593828,231.87297543411123
Design_00246,78.68056171243778,13.12651155421706,242.44433256251656
Design_00247,85.77429239417013,12.835458026997971,222.86519602108356
Design_00248,140.51304435750632,11.228792707552891,236.15179816126127
Design_00249,81.5564438703022,12.46924877706855,229.08331256389707
Design_00250,73.67085672586275,12.245213770197212,246.33568465143395
Design_00251,71.65593268037098,14.067755747296472,232.89256964884297
Design_00252,93.51515527201629,13.855335332794107,219.75150513915102
Design_00253,92.4828564381347,13.420467117757397,220.60487968241262
Design_00254,91.50676638818585,13.247680059515929,233.26464097376848
Design_00255,82.41003528732433,13.808625872804168,232.94012997046707
Design_00256,82.60936838167503,13.959044342210229,228.85480160259277
Design_00257,98.85828364592061,12.763931730282398,233.7407284995182
Design_00258,101.5901265580267,11.974865638325676,251.61219822737561
Design_00259,93.43961924098232,14.532571153495859,232.3902093411042
Design_00260,76.08658121946954,13.092215886931601,221.4469690913995
Design_00261,82.10271861540556,12.508156156635513,228.88361700883192
Design_00262,95.18715606587149,15.970896304802613,247.59091713351114
Design_00263,88.5357279281368,12.893832910463312,251.4793162022632
Design_00264,66.36322274203292,12.426726371706073,232.2989447650146
Design_00265,66.57672347252463,13.841711764320177,233.68669167696012
Design_00266,81.17747297040829,12.447001934440332,227.16688974703388
Design_00267,81.05918282310749,13.253783078192066,230.6726104838175
Design_00268,81.98581509908989,15.199754777759942,214.56420716784834
Design_00269,102.31146653459946,12.475180009356686,226.21139342549563
Design_00270,72.74477254991642,14.797395970417998,233.6951533620076
Design_00271,81.20189830158942,13.3344324312464,216.87835339975666
Design_00272,81.5734633273743,14.607886925786834,239.8359882916592
Design_00273,69.93319039261435,14.914163816854723,221.6068259853932
Design_00274,78.2118227063822,13.335131585411357,239.62789829646505
Design_00275,77.68278534869461,13.712462004509096,223.97226073106353
Design_00276,69.71908420996627,13.192848783152671,246.6044871666149
Design_00277,77.87736052499827,14.3804193715812,212.9968823711346
Design_00278,87.9273636912321,11.095122983969457,223.3346309366671
Design_00279,84.02031252463125,12.492773951794831,236.2345575205544
Design_00280,83.20709622310028,14.526825878097489,241.73227275223832
Design_00281,83.11167143167981,12.326059801130056,232.83102027767669
Design_00282,216.357747715039,10.151901819876567,259.79397637119314
Design_00283,96.03364144037326,12.4206622865771,239.14182028365286
Design_00284,150.932742710729,13.067930731795489,256.6315642327202
Design_00285,83.71621315415666,13.864320706811613,237.52105476054476
Design_00286,123.4284051025612,11.415297591179435,252.10243873545375
Design_00287,85.26858732713947,14.105556801915093,232.38487412777994
Design_00288,116.97027300384619,13.108887193494686,247.4684190379625
Design_00289,76.25603737504765,14.600015171064458,225.18371559490424
Design_00290,83.261628766751,13.136705560513223,238.57045619975023
Design_00291,87.77799462145057,14.183894172295286,236.9808686365675
Design_00292,73.90905976507622,14.740109867758498,237.0192485221896
Design_00293,76.94474783730786,13.334196217508062,246.152615946611
Design_00294,98.92547616056365,12.795189066971963,241.03806444135927
Design_00295,64.34104084203871,14.988237534590224,219.49779820477755
Design_00296,66.93999857600849,13.960674693729981,216.16136950059263
Design_00297,84.22684163855452,13.8890859154798,232.28071737207515
Design_00298,98.45669038791637,12.041069240157535,248.3606392856458
Design_00299,99.11174699744589,13.955336472982015,235.2199115797108
Design_00300,78.13446177435722,13.644456803102921,215.81516871565393
Design_00301,84.14196235335682,10.50232921621214,240.0405600664541
Design_00302,69.73171886439573,12.851841719153233,234.2472287019633
Design_00303,89.25790069997812,13.392139346616963,228.67381762018712
Design_00304,61.831890365975,14.654599891779018,230.6092215352203
Design_00305,87.05859172266403,12.769074649116469,240.04322505928616
Design_00306,84.96119217653043,12.559168774880572,228.6229382467623
Design_00307,90.0467157354833,13.954296815939959,228.51539008865564
Design_00308,101.3169685852209,14.225434655835732,226.12875037030915
Design_00309,79.24946762999745,12.83633403175596,235.0716389147794
Design_00310,168.16336842292145,10.88696941820792,246.81310675765218
Design_00311,97.28374747893432,12.722128500516565,239.71180659731309
Design_00312,79.61659008112017,13.278673132189835,242.7015865442409
Design_00313,85.1082387267567,14.994947616266137,238.92727938211826
Design_00314,72.19277806455389,13.93388454289189,240.39313616041682
Design_00315,65.92873375427897,15.829030564179114,231.2892602350512
Design_00316,82.7455418845835,14.106653200206381,228.00064582545684
Design_00317,69.82447659349064,13.400614337663397,224.30584805969704
Design_00318,85.99919050516934,13.5907693404669,226.26505269201144
Design_00319,92.77957639877643,14.346582958003893,247.49706252976495
Design_00320,69.95792956000695,13.12719578926001,230.3624747180155
Design_00321,77.98731655499272,13.589260199716783,228.0144333949667
Design_00322,85.76862042671013,11.970155781448195,234.6408341826152
Design_00323,93.30248586306678,14.885908395876422,239.90379211912912
Design_00324,83.05304580169324,15.36389153857591,229.58263427444035
Design_00325,124.02465538956288,13.225448749562931,250.168089836186
Design_00326,97.61897166387008,14.349897654979657,226.5494943037787
Design_00327,79.831720437687,14.010101698641314,227.76953614869558
Design_00328,79.52538412993385,12.551462379476064,225.22837326012288
Design_00329,79.3740681196551,12.934552338022115,223.41385724940247
Design_00330,69.52409604123191,12.45220843831119,227.68607288416626
Design_00331,84.68051415421326,11.33535426542811,233.47353829816225
Design_00332,83.98732653831024,12.803964897552934,221.23383322700107
Design_00333,70.82020704598513,14.581856431453447,210.18559263820424
Design_00334,68.70585739474063,14.867062297882196,236.59532307769973
Design_00335,68.68918413505877,14.10332689408441,227.12441755909822
Design_00336,70.94665261342165,13.034326757395263,230.26075728567884
Design_00337,83.9241257112444,12.442504675829545,246.33403717371385
Design_00338,87.58607293599934,12.388774968675474,227.29825146018126
Design_00339,94.94127118808383,12.194723009140876,205.83707923412962
Design_00340,156.62384993450038,14.621930586537975,268.93918707121446
Design_00341,188.59702772939292,10.666648864811984,252.88983497720147
Design_00342,82.23273620754746,13.485328354622066,243.31640039596255
Design_00343,81.83253055319211,13.046707158274453,232.70511713971644
Design_00344,79.53542118725512,13.386138137388402,228.27577633936374
Design_00345,63.681464196595684,12.612608655538383,227.43413427918605
Design_00346,63.36559243427011,13.522032524931719,246.97157952449356
Design_00347,67.19898634322354,13.058177849583632,242.2321376150074
Design_00348,74.8747273153733,12.929260658703031,225.65179755760028
Design_00349,83.97857013971657,13.052841960625594,249.09738413855365
Design_00350,74.34687094455978,13.598807867641398,232.34168793929774
Design_00351,83.16312248134176,14.064420472034094,226.67727043864096
Design_00352,77.94975300881683,13.534310280328313,231.04920733894326
Design_00353,73.72852221533152,14.179999810582386,219.0710731748054
Design_00354,80.71957851387405,13.592696817264292,229.91613062534017
Design_00355,82.5216641038151,13.11526674132283,232.62462271971273
Design_00356,68.47330231775949,12.56064054000828,226.63201334526002
Design_00357,87.54397641171634,14.339277136195323,235.93738457922916
Design_00358,117.33465461485525,13.774751572419884,250.06772744850002
Design_00359,78.3675674289075,13.74568255486965,230.38797636371254
Design_00360,79.35569607446185,14.767197101211284,227.5392569118465
Design_00361,111.92836942358028,13.345151163903523,232.21583527202142
Design_00362,74.22720146283545,11.864826715753992,224.53339670197053
Design_00363,76.60867642658368,14.749903343617426,230.06715111161117
Design_00364,72.85120656801492,14.20312622487225,224.5065662708785
Design_00365,88.42031028674538,12.858978923606472,223.1246941618113
Design_00366,81.5939285254233,12.653679833098337,235.82895422962991
Design_00367,82.95068618139031,14.502732706248866,226.1399987441814
Design_00368,76.84075300364688,12.531750194015094,243.23892748643166
Design_00369,75.51490114175172,13.730567554446788,229.35934044152123
Design_00370,108.59762656939914,12.09830977115281,230.0341958923194
Design_00371,68.59610590678086,13.72285329702104,230.69287691807094
Design_00372,68.40141510548489,14.599693132635075,222.24261545592984
Design_00373,81.72020542292633,12.621576117160636,227.70029724493492
Design_00374,96.26684495444796,12.600591838929319,244.28055291700093
Design_00375,77.04964955231759,13.078076727315795,244.07552847720655
Design_00376,121.17987730483439,11.02886805728209,254.35299720716742
Design_00377,74.74497765696734,14.49336473264232,230.68238170835477
Design_00378,93.37307688466136,13.029789340297533,220.7278001951697
Design_00379,75.87539772579184,12.347696905414908,246.14200439136047
Design_00380,97.96698120776846,15.363324657166814,245.7158658560798
Design_00381,67.85186911757626,14.395433809248303,247.30294525308702
Design_00382,91.27948569166817,14.123844895211128,239.54730020323572
Design_00383,95.36824784407933,12.74834283417727,227.80576754326245
Design_00384,88.35456167980271,13.575647718740434,241.45098535396747
Design_00385,86.68450763402147,14.34633143795204,243.71813867617917
Design_00386,74.98932001753431,14.422493284320376,245.68815449422559
Design_00387,83.1265953672546,14.707986527435231,233.89470580309876
Design_00388,113.71659210594854,11.683174902731258,235.70459197266982
Design_00389,78.50546416276833,12.721172231310968,227.4366290352827
Design_00390,89.38322557809896,11.541818244501586,233.2356179782564
Design_00391,82.39531256679206,11.987435573570735,228.6806769204482
Design_00392,71.45126610629178,13.217492607955224,230.13362973488506
Design_00393,72.58790224902219,14.694198903847193,215.4989759914172
Design_00394,89.98271344041711,11.72969530561574,248.25435891683983
Design_00395,80.7067015390926,14.165052608505562,234.20286842599734
Design_00396,85.0903833653601,11.84685231494576,247.5395017487645
Design_00397,95.97518970132735,12.147751375673058,229.00370192840995
Design_00398,74.34578648342568,13.392765480613404,219.3099623166832
Design_00399,90.12154212440099,15.731008149509023,242.49785345251567
Design_00400,89.40473958147614,11.794317250132853,252.059253735281
Design_00401,85.2739440180952,14.975587685319457,238.5470652872949
Design_00402,83.86725916156169,14.194416823391885,229.1784968607365
Design_00403,86.40496256502522,10.250260558382582,222.94023419150108
Design_00404,88.66050343414828,13.273565600027464,238.68727963698342
Design_00405,102.15177015169726,14.716771415521404,240.83989920138194
Design_00406,70.02202073458048,15.535210818703222,237.197889956693
Design_00407,87.05095129466764,13.525625404091299,244.77488817706325
Design_00408,87.30271573229858,13.222243220004724,224.46755905684122
Design_00409,119.40954341207723,11.018492547606582,249.6714451344154
Design_00410,78.8192333898533,14.562253355162028,222.52523529214162
Design_00411,67.90797700796232,13.033532171807217,222.5773731154787
Design_00412,85.0212990366399,13.425266871520504,230.17370958338105
Design_00413,68.62882971445948,12.877693133122873,231.27704979844117
Design_00414,77.55018069358675,12.505658780341172,217.69737168939693
Design_00415,83.70680765528313,12.279391143197081,239.3698425254939
Design_00416,66.62387838852932,15.138708147471776,225.3199173214153
Design_00417,83.66495943384987,14.243805533065071,215.17849839131728
Design_00418,99.88388331256759,13.615999696807119,223.25924377262524
Design_00419,95.86567294515748,11.690786420858473,217.18890685899362
Design_00420,68.05498007351203,11.054706058870766,226.1811803622811
Design_00421,82.55156783492657,13.152025829891848,241.9137997053202
Design_00422,71.46841251773232,12.460808293555846,240.04065480352568
Design_00423,81.26130877204314,12.319594067274819,240.18240467652282
Design_00424,87.88192141200894,14.331502167672424,221.87767683857732
Design_00425,200.25816647430048,10.878251536450003,256.75943984402636
Design_00426,76.14619872301972,14.005545745901346,238.4307377773285
Design_00427,77.46950617755903,14.32984954578793,227.94492014964007
Design_00428,87.7659783263494,16.10252048717221,231.55149809879083
Design_00429,79.17492629216125,12.83450875200275,223.57585196292888
Design_00430,79.44196742732899,11.753099789236343,220.40331255832456
Design_00431,70.23130540200967,12.836760318889466,220.0360392284342
Design_00432,75.22657515358436,12.4469323043504,247.0294768941748
Design_00433,85.17896739902103,13.76809358436002,229.78437638462196
Design_00434,76.84858650106243,15.634103073499869,237.6917147272113
Design_00435,85.92302443055448,13.693269339052137,236.45480063279467
Design_00436,83.77977436811699,14.013565285219483,220.48390743976194
Design_00437,73.76204015965324,11.808332546260198,231.15400902666195
Design_00438,77.37980227941596,14.082270267971355,240.69665004696293
Design_00439,75.98646620215757,15.471192816016652,213.51054448809873
Design_00440,123.15646296881488,13.634690518132283,235.72489610241442
Design_00441,72.14887642754951,14.366208903235657,220.54123776434338
Design_00442,79.18979825776604,14.767383559760614,227.78402286757807
Design_00443,72.89533377710237,14.815067928057458,236.53170762456492
Design_00444,81.65102257544383,15.141117403392384,219.79506595625594
Design_00445,128.3317169597986,10.985697383114186,242.90261790476472
Design_00446,83.12841623553327,12.752449731575274,238.155306699657
Design_00447,80.7176525941421,12.696194889611633,246.15731857955043
Design_00448,75.08516395006484,14.345975542649239,237.0745217213886
Design_00449,109.0817195640199,15.357324402447555,237.21553325017857
Design_00450,127.6941865499768,11.118213125102063,248.6679660082245
Design_00451,74.64192571742261,11.757618774855867,219.2282392255715
Design_00452,89.12770417421285,10.890081633496218,232.04137740036742
Design_00453,94.98821951434098,11.456175462340344,222.39427361178466
Design_00454,89.99520919706134,13.016190240157723,239.05832708291305
Design_00455,70.25787781597086,13.20161886108694,246.98775032508422
Design_00456,59.48273266066545,15.068489461696473,235.3521593494898
Design_00457,77.73874300596212,13.88611190918204,245.72664930471328
Design_00458,65.62181459911878,15.011209268887667,233.26079033666778
Design_00459,69.51105112568716,14.101246548161997,230.65399216399743
Design_00460,85.55091601530812,11.157159047374615,244.92612139867927
Design_00461,89.52235027373283,12.483022662958227,244.0214187694893
Design_00462,79.0096120971712,13.947866340144001,226.40384595346617
Design_00463,82.48252845423106,13.989182778663379,246.01038766492596
Design_00464,79.38592339036579,14.678033483155447,235.76121040227545
