design_id,expr_ND1,expr_ND2,expr_ND3,expr_ND4,expr_ND5,expr_ND6,expr_ATP6,expr_ATP8,expr_CYTB,expr_COX1,expr_COX2,expr_COX3
Design_00011,187.0358002839455,5.835505143026664,9.838064064958123,6.522370022972846,43.0776129439438,1.9764882245813042,94.37531781451017,2.33685918570957,38.571702339604954,77.2378310039179,37.54377201323945,5.482574580266736
Design_00012,46.12699568095731,15.543117176420065,14.816529881848984,12.766543340581595,9.537475062284988,5.727939643261014,111.74679617471648,50.137468765600865,113.0539926069938,9.55246346600238,19.258422997757425,72.78822554861941
Design_00013,16.725933606490596,107.26840401948743,7.387856960573373,17.616582092955284,48.466212036676076,16.417547980216483,61.647792066650375,9.740001915910861,101.89192421398926,35.40446629363226,19.907079196892038,125.19074873447609
Design_00014,11.57077910434892,3.324970108119061,67.83848945635152,10.321494842012243,87.29392715316474,10.211722689734232,160.7727423787935,11.562664714364105,3.636638325773428,59.897923882365184,19.721180535165573,50.38218185260727
Design_00015,12.113258585221399,7.014300258473179,3.9914799783890187,49.685845186606976,11.256028938427391,19.885874155798504,30.048875738196323,4.198996234705198,7.567315677425435,41.18338688977237,7.714196248878742,73.10781602352728
Design_00016,211.62807476796917,171.71984835648655,12.815969108780278,101.61911896569103,64.77739009290683,6.353991829580937,41.49882329695276,24.69380292106434,78.58471506879047,144.31331751202717,29.792370100907082,51.04885868941751
Design_00017,157.13658525300508,6.638485161662783,21.98684032259338,51.79201143759449,65.38757146050268,113.37811842066215,70.19527563306202,6.724730077169038,88.29693445617812,23.483962962578023,42.14798734396405,10.932810242661148
Design_00018,63.68334790213208,18.41552233344837,25.231579652742642,26.67687739706742,83.41152895371141,26.776560878163412,31.3686381875228,10.673159066984738,33.3823291771353,151.65586548675296,44.21472538442229,30.886527019531542
Design_00019,36.790416542713515,62.300304826098895,72.9292009182387,75.78874470301145,50.672225837074755,116.1110733218871,60.27706239151276,79.27751553944806,80.7232385112778,69.68004699516702,50.239576803641874,12.488905614177119
Design_00020,14.295224623564877,12.776841144247722,9.865313827690196,194.54713290966546,143.41788095364163,1.6993000365454014,10.993470309880575,1.3159107765370857,74.4118102739015,22.288973197344657,14.43043998647248,37.78572016911243
Design_00021,598.79523298218,38.62219706523326,15.943138003043895,4.637204046685523,752.0938101234833,31.433706042328957,58.44315281792701,7.938437559367919,9.051310444636492,212.92249927184915,23.9156250871601,37.483573119592386
Design_00022,61.52098812575493,41.54230331208616,17.24962870599385,83.51120612251437,49.74769665803593,75.5437234254128,49.0902253759118,55.55472334351999,78.37264995677396,61.83541885422119,70.63841288872062,48.03914157992833
Design_00023,48.60713616540274,32.9697068136611,29.406452451397573,68.07365676191642,141.48500018222242,32.81984564025108,9.293188012643542,8.002765785748046,47.1629777687599,22.662981217618274,15.50121359546921,6.151121540880949
Design_00024,20.30474943530155,86.49895037277268,8.910399070111021,12.354331100488878,64.02809585931573,39.94040670839089,21.493078708397853,2.003631035047156,64.57348044239203,27.587870239355688,70.47864903296234,5.539507485334399
Design_00025,218.4689227624545,50.84148904125144,314.53715477797897,14.982069289130816,93.82876397335917,4.987056980815881,140.62899112177078,42.555503089422054,54.29451197296411,198.83617549114595,89.35987812495848,50.46848199020902
Design_00026,42.22069460962989,38.705126347836405,19.83349350968308,135.2558397107029,36.71202067575517,208.35386028743264,31.318403063374056,25.1992517826925,94.01505435072919,96.09233641405773,295.6889102212672,63.75378244640941
Design_00027,160.57767234198317,6.712625403601784,18.083895184951793,20.956210409362747,86.78754067022945,93.46661314639506,146.77096849262054,53.51800625743386,18.394577643151443,357.6171569643422,228.33912876694419,16.802013588829098
Design_00028,67.15179645036869,28.172629432671883,24.78569601884718,126.28836170726318,30.775325474630677,11.388424758029124,27.375034964686517,68.83021351377108,45.85694576820847,123.64594002359664,43.802107938461404,148.74362757052126
Design_00029,18.68372325784704,134.49399888248323,150.17187416081492,21.87433700798948,42.80096679834635,33.33665492699824,87.69903192942257,16.335665017333138,133.70218066968275,7.495760591873057,11.718946695697394,11.278313149259114
Design_00030,21.84215894320858,18.58089335484606,7.270296480780953,35.94411352860072,15.892957428528861,4.631419137026329,38.32891214958917,201.85265161641448,27.82139362195039,16.178988369414714,100.66438168329867,20.877156818049123
Design_00031,31.61238174808765,639.6610685670213,158.2343833970191,12.897070336290227,12.986016664214493,4.642763784933409,18.709387738252165,32.26206301920486,33.986469021094194,132.02370257692834,243.56527044767714,58.26516879655898
Design_00032,121.53656685410922,34.892940601101735,156.02594384344846,24.866494198466267,14.142395199322921,209.78472913244178,146.99540823034005,11.73086974661381,38.69636728666195,95.74072226536072,83.92732229826238,58.869062508686525
Design_00033,53.27599906171237,35.43849023348524,39.065943016097954,5.306764126307345,23.020784925914725,72.796343881411,19.039412807223908,10.684799607427166,25.88589489894251,75.8594450670624,5.712653402047493,93.54590157768213
Design_00034,45.16524843690244,12.853977641768418,102.05425827089094,86.7707765039774,17.175947059072946,44.276226198380094,49.89077488826674,49.03473258063743,70.4178542062188,432.3128724843529,22.746592798718055,568.4928017626673
Design_00035,83.2224420118707,43.275248650069344,12.25503752040853,10.02311354245798,23.76614778252604,72.59338281193081,58.76277712875199,78.94056390641346,51.6928893456181,36.849034829446914,54.34087325726692,86.31848179379435
Design_00036,141.7452607167318,10.730456643982425,37.967638810824944,45.88503437486736,194.6674981193013,6.917029558395219,78.73160745968359,79.23610262223897,5.137695693847676,51.56026742641239,12.222948635312628,81.26826482237912
Design_00037,7.6660987197151105,9.639863361484322,66.29362554269774,6.474472308773246,8.444304936964897,28.529140422028977,15.699249819065669,7.956330507041702,99.53058790986631,21.51671810081618,28.178376231057786,8.979562584695497
Design_00038,7.139044009325365,16.002508538576258,280.319895444945,28.044953678915505,20.80619874076112,3.5505153586317872,61.40818257998983,30.25576296274318,28.041598720319037,10.749280061972259,32.08467969398277,79.74942055666492
Design_00039,59.496743375204325,37.13458413559365,35.75185551589709,22.38049474016702,35.21894748732234,21.989258815304407,97.33682762507408,4.327768759481407,18.009077098877302,62.3558473282646,7.529136358511976,4.307545870668088
Design_00040,69.49162596791588,138.5412463516986,11.35708173102372,8.786814693619702,11.53585239768733,17.776809292662982,20.476872631774118,34.65593968456572,21.51597112349146,16.581922334445235,42.35867416464321,33.03943772862906
Design_00041,28.798859316796566,79.38536169727307,9.483942693700797,207.98160712642863,37.287777900671756,37.991303008145216,15.746214956098145,8.805235959840662,53.8407235371755,96.13884917042503,11.198178473503557,88.24091641625019
Design_00042,30.677212846761865,49.450162824383945,55.89343922210079,61.266410658005555,2.764305887309474,34.09125463138902,11.82927706311872,12.951029969244969,73.05477646758848,38.70836955971934,8.053578963240339,121.74631851326698
Design_00043,8.760082904250458,107.93877407098776,7.9735879270525425,16.139895685323832,11.032897922434463,56.407343033987516,23.599029832457113,7.793343800424875,55.31801554773364,35.96269741686261,17.1885862056483,91.7365161076966
Design_00044,27.297161608232578,774.3922923442741,70.77251273951852,18.16856814810202,30.593363186387247,76.92695313233932,13.795046639468664,1.28170552376329,155.30227963212758,130.44100013096372,107.5929915428412,34.7898797968249
Design_00045,72.25107352954073,105.62816606167176,9.721469473046044,37.97593783402297,4.67103655677434,48.26854654948689,49.34426575802903,41.0192407508347,23.68195480915288,27.76405818776854,47.24089469350035,93.37383138179656
Design_00046,152.7680657781568,79.71285678690047,21.389629238103264,39.1653643543294,12.386607052455183,26.66688628301437,106.39909696270959,3.42966636999945,48.131257972513005,147.08499638409754,3.345145567373178,1.9415170281812621
Design_00047,40.367319377289284,16.21832127844298,21.939420614514805,54.318540215295776,67.0174054761596,15.3160787556598,50.58944087716181,44.06773781633438,110.66037701725575,23.65246577023838,61.319280296746626,71.45738816965255
Design_00048,51.48374230512276,17.17016281837034,151.19254434095618,5.792588531446364,61.69524954762181,43.55201758648169,24.221464806278842,35.51060421255885,6.04494983013756,25.009663756053563,12.117933407753542,15.341793123017387
Design_00049,12.995555313348072,19.822492470515055,42.30381815425525,64.48607065751693,8.98910854912027,17.35487200862452,241.61418783973227,8.922504773749667,7.041478714339327,178.57764924960478,14.939282695869647,49.51072964101358
Design_00050,59.33622396401891,3.6040857465458136,11.501578754547536,174.90546518155247,23.80651076220661,18.871436889521075,16.4475030454278,4.140801036161869,21.328524648290156,112.01332043732744,112.17585247157962,45.77232331419419
Design_00051,29.716880121007904,16.625552326056365,12.56486805881804,43.15320099830227,24.673892319906958,23.104921331834046,39.9034530203261,4.665344487742452,12.191770620528795,25.298347583439288,260.5294521384162,39.42227858743072
Design_00052,40.711765672210575,11.169355129358653,2.576057047420244,18.581049827488542,50.914507423936406,7.076441047973873,7.253036401905336,29.71235033591824,9.494670277744076,8.036197589856593,24.640680021138145,227.2141335387259
Design_00053,546.9824442764151,292.1807635864698,54.81280318783118,93.36117852512066,168.68020693293286,73.92000471607714,7.517732131648042,126.88350937684977,15.467372456197097,13.239957033390812,24.610968717039082,47.01405147990432
Design_00054,52.5512028937664,90.86716458465587,202.28882764958092,65.20875514681502,58.86231550269382,9.608138611426112,45.428228994360396,6.662191874267878,132.85263867266693,31.894028639999974,59.79759241053511,152.98695928233107
Design_00055,26.42282987170611,21.949276746469128,15.541745490752856,82.71628246916146,53.1737162432298,1.1953336010551654,53.37778330137633,9.776016408881757,40.81183361582699,50.46230387754174,19.277754109228056,14.206445862791764
Design_00056,70.5913746431219,20.897723084139948,97.67119745703762,16.431001935645956,9.73216677060689,34.66219150877069,179.35939438707436,35.99879753742571,44.32556669618002,58.43574164851181,262.34640669673246,23.682104774313036
Design_00057,57.547183585207655,98.52971127774298,58.945257648158716,13.987614053710443,7.625462208804742,11.989339675531022,32.463276237010774,26.88973034039466,16.31585793540727,221.61494313982223,23.436766564181973,10.29929062591557
Design_00058,48.00892679559767,76.40331435060739,3.7293681192737,3.6540042498309244,14.27453159275543,10.707026282855717,34.07435249325071,11.481656589283274,111.4238996191286,193.85293780502224,162.18193147965312,12.485199281735369
Design_00059,170.78662954927793,13.146608647548002,9.302284900029322,16.077104229376467,12.17117739926314,32.279256791901275,29.74674418006004,29.231708356892746,91.62959797036034,59.601447208107324,102.6681186505466,8.32836504234406
Design_00060,14.263947444613315,27.6618965173452,17.066775797890354,65.93154217090323,115.78199629727322,13.90756046248979,42.2100086304186,16.01813991604062,140.20420049515096,30.908704456746996,23.118933259676506,79.05401448289568
Design_00061,25.398204772487247,95.4174249586789,18.34418075932388,61.7325450529329,35.12536650215888,19.51762579533744,75.09449349720867,36.470617478530286,81.33712665748794,6.547516377683882,19.473884118719578,319.6215841868096
Design_00062,78.03722977487689,269.517579927887,20.41495076604618,24.03258687821456,54.86675541320717,12.835357374977802,167.40067494646178,31.48904258207708,166.78000469350243,65.48763857627496,70.24183090614939,133.17402644509494
Design_00063,98.07184489499929,22.856129517874443,44.37245260844314,36.405287247258805,12.377925221695,9.110630301385878,31.377442882645727,9.452739279985073,14.537566335252349,24.47815480101338,49.49516592714987,14.340198511666733
Design_00064,174.7587048437165,9.961350053285813,26.554447378035995,142.05778578267552,224.1163516693815,11.90572663929794,110.70914870305693,5.726102883788962,30.728533863524518,88.28927733112421,15.036686610826443,122.81333735601552
Design_00065,95.99028071643556,17.563044835336974,62.14952685505538,29.874602315582198,8.59526459963097,28.74794954055423,8.154986441209735,52.03110326454369,21.800398902195877,31.792052958470087,132.8976133228091,30.078950919068117
Design_00066,45.28213915140246,119.44703842229279,8.06600793370055,11.80551269623625,53.838299356278156,154.76121085578043,5.678821509467139,41.180284276244755,6.486336184999932,29.290826548905784,13.78449540609853,20.792203896790944
Design_00067,26.314497264845944,21.477447808155276,42.55497405194767,39.79495767637376,108.10232037730904,27.13859779651913,75.17597871971819,196.7402560285491,92.51355054551173,23.173355972499845,49.07880552538164,96.72746359609508
Design_00068,35.14914269503391,37.91540778316637,88.62550592516948,6.419012165881347,107.61945262864754,34.59204164971607,116.44344431440616,54.11949040447924,164.58490914546346,153.50233027222455,118.76109184023484,49.20875248228767
Design_00069,11.784989679036912,24.24515351202436,16.212918669644324,10.246475317963132,38.20271339513381,55.313490314168384,37.05127358715325,110.39380121755994,41.617010028557615,47.01212950539726,56.69273495943083,2.1085765717573945
Design_00070,245.7358196331632,120.49824401070593,16.060820634002308,8.291518312026183,36.81277758753811,4.978835882154628,127.26269331477567,3.7134730994729663,20.682557742027406,198.46846983983656,46.38590588796654,33.33828807669727
Design_00071,60.85222674339817,58.56687265094217,44.792678880025484,35.74593927276958,21.999450723128692,123.92751667460693,57.94316520560273,84.4730620687078,82.16910831120394,418.2083911276258,31.5602685774703,15.022168273654335
Design_00072,48.5352516626256,20.90416361812485,8.614010315252148,16.909512998926186,45.79954178125256,2.440421350604096,21.469669442396427,31.77434889886354,20.843389458319106,23.58842506681929,173.90743835524114,30.76766064934537
Design_00073,146.76661568851114,98.98380652713605,5.411248632337397,28.228896580270522,65.82339481726463,29.1970868907391,142.9276999874035,33.81084313834813,275.55191532914773,86.1007614314903,6.482435172598432,36.46562574447094
Design_00074,13.445925879702788,116.89457086161555,122.48097761333261,12.173760085278206,41.52999500522755,12.317975504217362,12.896294796160326,52.00256752239416,216.53141033301503,257.7162271894508,128.3218539322694,47.520167789141155
Design_00075,58.83744924198644,118.80168876702417,8.84679049913107,29.68560679677474,68.54427155379979,37.111658748006334,160.22883113087968,31.767569572110315,18.526187198060462,43.83483821172726,38.66190892934187,26.03617522475938
Design_00076,56.49673813429039,10.531630681526366,5.746560617182882,33.86817522513104,63.958710601787764,103.79790537924558,99.57137248118512,19.332515025315278,7.5930168072266895,47.767909797379694,100.18695566714163,11.517721422150002
Design_00077,127.06434800853886,188.30266629322722,19.487591291501168,36.81282452827798,15.911469247972029,21.007821679090558,45.37798041680163,7.812828237056682,21.535518154050806,76.1790550879006,14.27240339233782,31.372367919463574
Design_00078,35.35279779540136,53.06720298353424,5.342259992325086,5.4297279392642475,31.18662959671817,309.1395278902652,9.89754225366771,6.742695265247117,43.47012485600066,13.960591482822698,211.85809064904606,28.728008269689617
Design_00079,44.20267918243482,36.05954894048477,21.933778281247807,23.98632844741708,50.47984481053326,24.745983122421528,194.43337803116196,7.5677707540053625,48.96479789591611,111.01693474213002,68.25060420595624,66.44442924606138
Design_00080,68.9378857406381,41.272454933336185,25.72962792373168,32.25362993621164,25.55522436450776,40.579731380758865,141.69855374714137,22.146773988718234,22.385267701553627,369.25771332588675,12.719641630738,59.97309715074936
Design_00081,39.66633642647005,8.53909462241021,53.20019988017219,85.8363735887015,20.63321809071937,1.314670759851132,38.61723764852715,10.791255514815402,72.65678996218452,24.83183730109145,272.70686778817264,12.099822734002528
Design_00082,5.868383218766227,9.327779964847753,26.161647800907215,13.582404938944476,146.14664401032266,4.881274822051754,28.527200604174354,25.533649926994592,116.19565350673498,142.22319462559446,71.45786508733838,13.560030601829439
Design_00083,53.73369248192845,7.306077254538512,54.65278545123603,23.220205466167847,67.31600197091872,32.83910060511179,100.33009578339937,65.2053385194911,160.81433232748154,9.26359243657613,16.26728400699186,43.02151631886427
Design_00084,14.667238909780028,95.51281794565632,8.37109844336304,33.521022160651036,33.26620482856532,9.979968076541244,14.360952248597927,83.63608665284079,17.262853691636717,53.21285314175782,54.202055906012575,5.175156173362711
Design_00085,44.48510536552565,5.977615177472906,32.34977426355295,64.6214744620617,71.22793767839245,183.287099262944,126.02837596268876,1.3930071634249896,134.56725497431302,74.67404696772162,68.60077086952911,30.109961981795728
Design_00086,73.50039163279146,17.026525394420368,266.5893514992517,42.91263574470249,68.71465311979054,14.45646023532034,99.10160568131414,15.916788554336147,31.864787491894077,196.071678080414,69.80897882824685,71.53136562309815
Design_00087,15.201651840477979,16.08823433727004,105.93817759886687,10.240221506164724,47.15163944716802,4.128293974576626,42.31259783643018,21.57501092845793,88.53621293451991,188.29537681798212,27.899889610104374,14.806416835425027
Design_00088,86.66316113321807,41.05164764775508,64.86713503641712,187.76549811684134,100.34454820147634,7.5100857301672175,13.706444179696364,20.73515318807841,106.34486157851944,350.97094780751576,94.73437027436808,55.614413051457625
Design_00089,34.27113783376661,26.83712353565622,11.18059824846526,22.21024799886933,99.41505111794599,355.5536183605913,33.06552827326829,9.53186571389786,152.131822120253,31.44906792725898,5.674470845837088,195.88702545969593
Design_00090,35.239379147955304,37.76462186816684,10.675339345156726,2.0834707254916185,17.857327475714655,2.4285719033445434,43.04665742274318,4.315099798296891,167.50564119915327,87.98763805192294,5.665616858619428,79.90295160260983
Design_00091,162.6208947774791,10.724182813353696,390.5931095331086,18.430199652862473,69.12518493406657,26.052663938805864,29.467295657799195,13.08840010972939,17.55256152073694,74.86955492757924,84.25510774975662,45.857253311232995
Design_00092,6.6644609145507205,44.873516721193305,7.602458915768095,28.034333762029448,6.598205909012932,17.77649148755318,82.23857405310133,14.742130196821737,124.06100502842837,15.442024431264345,7.957441483611181,11.337279205593394
Design_00093,26.207811226013042,17.111659331990513,4.419192877138593,17.93100210410098,16.26044820738622,5.641963375535647,74.85621264760788,47.23238252423545,19.435593035777547,147.9709610049422,93.49798772748899,9.07058525746864
Design_00094,64.83806872304115,30.49185352912565,10.743831193348111,17.998192816093553,319.255061852699,103.70259026441997,17.967052577253906,5.2730542732020025,3.974797279706411,33.31682213516766,20.158112135076443,10.301763578795002
Design_00095,187.04547232287916,56.25701060293229,54.11826032055052,9.990304477615567,88.26777293476435,66.6784166447071,21.998640560607832,25.846377034238312,3.241377881164516,12.266064324927495,74.56443475319756,22.540455056557963
Design_00096,31.184764437377595,16.84470720399133,169.34356233584168,9.200605823297929,21.1867412438069,8.679870242325908,64.81735790657403,11.38432140358203,84.96975948573221,15.111732123109665,17.22758730348111,108.81078566939075
Design_00097,46.057098903850594,20.421441220840666,57.13571846569209,59.556737927443265,81.23857087921725,69.81117863824566,74.20343360845601,10.521339952244375,19.505061128761554,62.86451373131041,283.5475106577401,22.974495447354297
Design_00098,60.75564234481905,119.22250362505132,90.40946749869826,16.51132695070476,98.85297270155947,58.189437772227244,12.06548874835222,63.63039531134328,18.50060170324613,86.29880313480045,7.836078701853746,188.17939197300643
Design_00099,42.34887152536604,74.70215830204555,3.0647817057845796,59.036636122944785,139.48526281201,61.36972727089225,45.23868965909424,29.26934616365843,135.5407849014038,130.95482150798108,23.589870988403426,284.60878553605096
Design_00100,66.5163542104017,42.300118801295646,4.52149399221472,5.890865262154284,76.76395341689953,33.79391455025076,89.64784739443797,19.74394861466421,76.28238706939442,62.43220313989883,4.8814900923296065,21.987546378443888
Design_00101,82.33963201677078,30.7773483820679,27.00991391428649,17.815971736792616,13.324062870182493,16.442397802984267,55.63404585819562,8.789189295478193,339.77502838974243,48.27477529053298,79.53252413064767,17.316624300665698
Design_00102,22.73545349894602,2.5034018856446263,16.052727606684172,19.94215877661413,44.42438612781616,106.02365229053336,89.25962139344388,12.580328822075508,50.62500238197794,39.62600830391678,189.1366499955849,16.11394901198394
Design_00103,58.59683358942091,61.37377722105661,217.59655774471477,114.24254556136037,19.93878912327506,44.141218275416655,62.53401138206613,3.8975688690179777,149.09240812605137,63.78165694589594,34.59359485849672,34.655990054034845
Design_00104,60.494822059241045,111.0531033357963,46.813631035032344,27.169498902384888,21.949097398250817,21.293270277923693,22.77184925964154,14.763356025562219,49.6935063322796,11.902895202337598,62.01130681408716,124.99310757670804
Design_00105,31.11729773872373,15.472834558164802,20.687962377841806,12.110954893608554,11.802742342782711,9.195819642496678,83.13102632640309,39.98628919717861,11.543439488986765,79.40906149049444,399.654008478144,77.10120498696274
Design_00106,25.191938335144545,16.760231232856164,26.341848964037034,114.46392612527693,103.7972806139491,35.13323450783618,14.666287991436358,18.14802664533256,188.29213785622318,160.7175437856803,87.20334566776395,15.350401979587206
Design_00107,30.588330448860674,61.77499958529787,32.799470623593365,21.9909017385605,34.29295412658241,4.4754922475846906,39.59802262327715,23.23191594985828,18.557948637856402,190.35966573749263,4.4606315154286555,16.738904830380818
Design_00108,197.1060662812651,16.35821325558751,156.59849648951493,31.196065328332363,41.25335788956114,48.37253504900396,28.089774906604042,88.50561066198664,132.74575894695437,31.800705544931503,3.050412551563611,144.5140004107159
Design_00109,66.0945344966769,471.4783867952649,12.314397522959426,10.79193149010517,41.34755936169636,192.83634840164044,28.819376784376523,9.785401910039873,86.01999512983917,102.22255039061115,112.84632347435999,221.25921683144378
Design_00110,56.85974204806469,5.897236946362823,13.405739586303195,14.878343396019508,109.02212014493882,90.92696327024902,20.422458602834507,16.804608525500377,24.46320569480221,127.44583315426797,6.0348055992355025,102.26839584082265
Design_00111,19.632959775907647,19.92249280191952,26.159238584185157,7.222196087912259,66.77758546696307,3.5491928564570534,52.106566737937094,9.310729534741796,83.80346803673561,87.77057811750413,518.6268140067598,41.557400361567275
Design_00112,7.285942516617444,15.62731454386788,19.26223798980567,16.66568029145488,20.292073784089684,168.13909308582456,222.49613285106358,13.688486507970426,31.343004309058987,32.96230594108097,31.46729866265713,36.056097443343575
Design_00113,76.42602841346175,33.769503595294495,9.84836005337274,21.669748347313618,49.73544716630871,140.6580135349593,86.43553529330323,18.014494464945447,50.67842372292206,27.023577484773778,94.69355133114783,24.61286905630842
Design_00114,40.348283498736876,6.634317209009132,1.4969820625190542,39.209925529801446,6.399258143499882,27.989185825667956,57.7798755387544,39.44342560683215,8.476938427610328,34.40958713826513,32.71371420764567,20.00407870585644
Design_00115,33.76981874951433,43.54048996507872,39.66710107021256,120.0558765817407,18.10735738574204,15.378348561240905,182.74210764525108,15.047524366225597,35.5420610281329,324.1269234287189,18.967012073618186,9.28309333118239
Design_00116,14.334627810761893,54.07694736412954,333.2084734071444,17.8884514020486,7.95991610080414,3.8387206187800635,80.5542483834375,130.62180511854228,62.334386957548126,54.31523940403886,70.1683119886035,46.967754120533705
Design_00117,74.66193432809044,14.51964449323251,8.402966161934213,98.2349149284033,40.92895404455269,91.89236699301054,59.35718592448393,21.674202017343077,6.302029621482148,192.1478500031998,29.961656103455294,11.394726917070484
Design_00118,25.78558043119775,27.38499395189572,19.127680796514987,52.806560914969054,28.078777887239006,8.622617608251488,353.65962578141836,15.818531685770479,97.0975138212259,66.44463246196119,61.59936981601393,35.16049394466673
Design_00119,327.9869711964259,26.532950002742638,32.7372635845193,66.31917263845567,10.101586269359311,64.17597545822824,19.919493358412815,12.03887858882168,48.231347952214755,179.28438487039935,42.77867672385597,238.08817687543598
Design_00120,125.71690793372882,22.497521236894475,25.011591006145775,12.442204970981392,134.83427548809362,8.982942877443227,297.6580978712979,24.416544228824897,26.910152365381784,65.50089549679302,34.47479329710382,167.04947793402806
Design_00121,181.00505674245173,79.45018733837067,11.667418816702856,41.74138730811179,39.73626552570558,2.46479509820244,70.1498907430749,22.88310825367661,34.48624280534237,175.5814126288326,42.49785781340815,124.43139229017608
Design_00122,91.94155054455914,9.674797818430534,15.293205467411793,39.3370800476246,11.061482223284916,11.822415190988451,21.477053306034826,6.687663942255987,57.05651657976726,8.396407775958433,55.02334197018968,33.344595847552526
Design_00123,12.33318824144605,212.19101960604732,8.31680091889753,54.95234037858678,12.432780804323956,30.58953926423783,13.220373752251772,39.42610546104338,17.567636244608728,10.514385705859858,53.06345458883941,84.22316398941777
Design_00124,12.443138743298624,7.694536222798035,49.62447703919026,26.657898550750286,4.1067030344825195,81.66800441102056,31.243304552587237,7.734992024059193,9.36633495843179,12.907848878258296,222.21722589290582,40.49336784582707
Design_00125,33.05120091871944,20.61933046481297,74.87981414217762,25.759439885557775,151.52232945672205,53.57819228604113,31.34164602431385,49.39884082804863,33.77846565570055,103.992095286739,13.328658983305068,26.789027474235585
Design_00126,149.51354951871755,12.584879506072562,47.68962451072656,8.84005905611358,23.557157318139268,26.771651145343647,35.873233746809504,10.457618890721504,164.83860698992262,33.099699611179474,143.14737721962604,45.365731413621944
Design_00127,55.3323938951405,40.67290364355113,3.006818939363984,17.402998714052128,174.9999996238068,146.34875532078306,97.22198500074435,23.535968873216714,83.74684007141109,61.01566775528194,123.4702250697009,10.581311745799006
Design_00128,3.2686020775348568,34.96663247451563,10.533876415089066,60.31219729058072,110.06471910302746,18.79637546362263,288.3886943439844,8.273256863867678,18.499677517980036,75.02328537285008,53.53801588453386,48.59416538740235
Design_00129,157.41098498649407,4.78073505371476,60.366124960249955,58.496466069861825,32.988182818799565,110.29066466554112,56.87204108703933,27.702808535283694,13.68864648981981,32.932318516937265,132.00776452516163,128.19916054428543
Design_00130,15.680567036506334,18.75890913883369,32.461832816708416,25.593231707479692,6.618579401793799,63.44477713491465,19.303652482263736,20.704632878971875,49.952689141532986,200.84603871042037,18.86958536033383,15.880619465721752
Design_00131,11.17839613233361,11.258452142578392,26.508831818758637,12.36775575292731,63.28119966500288,3.155978585136032,144.09590282894726,79.32890043376752,6.384907671018224,30.519279737570614,38.21101031195272,37.95841552604949
Design_00132,14.248254986241607,9.589586325613066,36.78071356004473,220.3591226799918,46.834683051549234,7.260863013952061,23.970176989467266,19.591403526062972,33.219546716696364,158.3236410928477,26.329158834874868,31.32023034989179
Design_00133,77.78276432797759,5.536697289665167,24.79371412176958,5.155885556108007,22.57290122588923,53.43582086918429,37.70341368809254,32.614694292814804,54.459206235037364,42.993854231085464,61.43351317077803,16.4863431494147
Design_00134,10.963937074046825,232.1590115797183,20.849304911439404,357.9105935194495,75.82781572539857,28.986965540700666,7.712413637895794,114.21088018850958,48.78928595137046,35.35999276275577,48.0805738148138,12.809341991991552
